"REGISTER_ID","OUTLET_ID","REGISTER_NAME","CASH_ACCOUNT","CASH_ACCOUNT_ID","BANK_ACCOUNT","BANK_ACCOUNT_ID","VERSION","DELETED_AT","REGION","GIFT_ACCOUNT","GIFT_ACCOUNT_ID"
"548","404",WADIDAWSER,Cash WADIDAWSER,300000148053513,AL Jazeerah Bank WADIDAWSER,300000148053508,,,SA,,
"549","405",MAKDARTWHD,Cash MAKDARTWHD,300000154328708,AL Jazeerah Bank MAKDARTWHD,300000154328712,,,SA,,
"553","406",MAKAHMALL2,Cash MAKAHMALL2,300000131004944,AL Jazeerah Bank MAKAHMALL2,300000131168115,,,SA,,
"554","407",TIFZHRNCTR,Cash TIFZHRNCTR,300000156392385,AL Jazeerah Bank TIFZHRNCTR,300000156392390,,,SA,,
"555","408",QOUZBLVRD,Cash QOUZBLVRD,300000155263148,AL Jazeerah Bank QOUZBLVRD,300000155263154,,,SA,,
"581","418",ABHHIZAMST,Cash ABHHIZAMST,300000158604477,AL Jazeerah Bank ABHHIZAMST,300000158604480,,,SA,,
"582","419",JEDKHUMRAH,Cash JEDKHUMRAH,300000158604454,AL Jazeerah Bank JEDKHUMRAH,300000158604460,,,SA,,
"583","420",JEDKNGAZIZ,Cash JEDKNGAZIZ,300000158604440,AL Jazeerah Bank JEDKNGAZIZ,300000158604443,,,SA,,
"584","412",RASHIDMAD2,Cash RASHIDMAD2,300000160305561,AL Jazeerah Bank RASHIDMAD2,300000158604437,,,SA,,
"585","421",JEDSULTNST,Cash JEDSULTNST,300000158604485,AL Jazeerah Bank JEDSULTNST,300000158604488,,,SA,,
"586","422",KHJTHEZONE,Cash KHJTHEZONE,300000178411684,AL Jazeerah Bank KHJTHEZONE,300000178411687,,,SA,,
"650","456",BURIDHIMAM,Cash BURIDHIMAM,300000203126641,AL Jazeerah Bank BURIDHIMAM Account ,300000203126645,,,SA,,
"652","457",JEDJOHRAML,Cash JEDJOHRAML,300000203623512,AL Jazeerah Bank JEDJOHRAML Account,300000203623519,,,SA,,
"653","458",JEDPALMWAK,Cash JEDPALMWAK,300000203623665,AL Jazeerah Bank JEDPALMWAK Account ,300000203623671,,,SA,,
"654","459",JEDPNORAMA,,,,,,,SA,,
"4175","253",YASKIOSK,Cash YASKIOSK,300000027801189,Abu Dhabi Islamic Bank Account AED,300000004609283,,,AE,,
"4172","243",SAHARH,Cash Saharah Mall,300000004609348,Abu Dhabi Islamic Bank Account AED,300000004609283,,,AE,,
"4559","1243",PANORAMA2,Cash PANORAMA2,300000221288962,AL Jazeerah Bank PANORAMA2,300000230277396,,,SN,,
"4560","1244",RYDVIEWMAL,,,,,,,SN,,
"4555","1237",MEDGOSIBLD,Cash MEDGOSIBLD,300000221288893,AL Jazeerah Bank MEDGOSIBLD,300000221377047,,,SN,,
"4558","1241",OMNJALNALI,Cash OMNJALNALI,300000221619454,Oman Arab Bank Account- ACC # 3106-573999-500,300000027746393,,,OM,,
"3574","199",AMWAJ,Cash AMUAJJ MALL,300000001573429,AL Jazeerah Bank Amwaj Mall Account - Acc # 015795017321027,300000016780564,,,SN,,
"3579","200",ANDLUS,CASH Andalus Mall Branch,300000001573435,AL Jazeerah Bank Andalus Mall Account - Acc # 015795017321007,300000016779072,,,SN,,
"3580","201",ARABMALL,CASH Arab Mall Branch,300000002399854,AL Jazeerah Bank Arab Mall Account - Acc # 015795017321008,300000016779076,,,SN,,
"3581","203",AZIZMALL,CASH Aziz Mall Branch,300000001573444,AL Jazeerah Bank Aziz Mall Account - Acc # 015795017321012,300000016780340,,,SN,,
"3608","204",DANA,CASH Dana Mall Branch,300000017583353,AL Jazeerah Bank Dana Mall Account - Acc # 015795017321040,300000017584237,,,SN,,
"3575","205",DAREEN,Cash DAREEN MALL,300000003335873,AL Jazeerah Bank Dareen Mall Account - Acc # 015795017321034,300000016780585,,,SN,,
"3572","206",EHSAA,Cash AL IHSA MALL,300000003335885,AL Jazeerah Bank Al Ihsaa Mall Account - Acc # 015795017321028,300000016780567,,,SN,,
"3582","207",FLAMINGO,CASH Felamengo Mall Branch,300000001573441,AL Jazeerah Bank Flamingo Mall Account - Acc # 015795017321014,300000016780355,,,SN,,
"3583","209",HAIFAA,CASH Haifaa Mall Branch,300000001573456,AL Jazeerah Bank Haifa Mall Account - Acc # 015795017321013,300000016780344,,,SN,,
"3598","210",HAMRAA,Cash Al Hamra Mall,300000003336235,AL Jazeerah Bank Hamraa Mall Account - Acc # 015795017321018,300000016780612,,,SN,,
"3599","211",HAYAT,Cash Al Hayat Mall,300000003336218,AL Jazeerah Bank Hayat Mall Account - Acc # 015795017321016,300000016780399,,,SN,,
"3590","1210",JUBAIL,Cash AL JUBAIL MALL,300000003335879,AL Jazeerah Bank Jubail Mall Account - Acc # 015795017321030,300000016780573,,,SN,,
"3578","215",GRMALLHAIL,CashOth Mall Hail,300000028360215,AL Jazeerah Bank Oth Mall Hail Account - Acc # 015795017321045,300000028360200,,,SN,,
"3584","216",MAHMAL,CASH AL Mahmal Branch,300000001545550,AL Jazeerah Bank Mahmal Center Account - Acc # 015795017321011,300000016780337,,,SN,,
"3593","217",MAKKAH,CASH Makkah Mall Branch,300000002399858,AL Jazeerah Bank Makkah Mall Account - Acc # 015795017321037,300000016780596,,,SN,,
"3594","218",MAKTOWER,CASH Makkah tower Branch,300000027801049,AL Jazeerah Bank MAKTOWER Account - Acc #,300000027775087,,,SN,,
"3591","219",MANAR,Cash Al Manar Mall,300000003336246,AL Jazeerah Bank Al Manar Mall Account - Acc # 015795017321026,300000016780561,,,SN,,
"466","329",HILTONMAK2,Cash HILTONMAK2,300000055407359,AL Jazeerah Bank HILTONMAK2,300000055407356,,,SA,,
"487","345",TOWNSQJED,Cash TOWNSQJED,300000059028917,AL Jazeerah Bank TOWNSQJED,300000061408456,,,SA,,
"491","341",MAJARDAH,Cash MAJARDAH,300000059028956,AL Jazeerah Bank MAJARDAH,300000073517392,,,SA,,
"4271","247",MUSCATCC,Cash CityCentreMuscat,300000014490175,Oman Arab Bank OMR,300000007645051,,,OM,,
"4272","248",OMMAL,Cash MallofOman,300000025894737,Oman Arab Bank OMR,300000007645051,,,OM,,
"545","401",JUBAILMAL2,Cash JUBAILMAL2,300000147142403,AL Jazeerah Bank JUBAILMAL2,300000147142409,,,SA,,
"546","402",BAHAAVENUS,Cash BAHAAVENUS,300000131004963,AL Jazeerah Bank BAHAAVENUS,300000131168135,,,SA,,
"3570","197",EXBSA,Cash EXBSA Riyadh,300000027801167,AL Jazeerah Bank EXBSA RYD Account - Acc # ,300000027746377,,,SN,,
"3571","202",ASEER,Cash ASSER MALL,300000003335900,AL Jazeerah Bank Aseer Mall Account - Acc # 015795017321031,300000016780576,,,SN,,
"3576","233",WESTAVENUE,Cash WEST AVINEO,300000003335876,AL Jazeerah Bank West Avenuo Mall Account - Acc # 015795017321032,300000016780579,,,SN,,
"4273","249",SOHARCITY,Cash SoharCity,300000007879205,Oman Arab Bank OMR,300000007645051,,,OM,,
"4274","254",EXBOMN,Cash EXBOMN,300000027801173,Oman Arab Bank Account- ACC # 3106-573999-500,300000027746393,,,OM,,
"4275","284",SALALAH,Cash Salalah,300000039668877,Oman Arab Bank OMR,300000040362698,,,OM,,
"4276","317",MCTAVENUES,Cash MCTAVENUES,300000050675495,Oman Arab Bank Account- ACC # 3106-573999-500,300000027746393,,,OM,,
"4277","318",MCTLLUIBRI,Cash MCTLLUIBRI,300000050675498,Oman Arab Bank Account- ACC # 3106-573999-500,300000027746393,,,OM,,
"4278","319",MCTLLUAMRT,Cash MCTLLUAMRT,300000050675506,Oman Arab Bank Account- ACC # 3106-573999-500,300000027746393,,,OM,,
"4279","320",MCTLLUNZWA,Cash MCTLLUNZWA,300000050675509,Oman Arab Bank Account- ACC # 3106-573999-500,300000027746393,,,OM,,
"4280","366",AZAIBAOMN,Cash AZAIBAOMN,300000056139948,Oman Arab Bank Account- ACC # 3106-573999-500,300000027746393,,,OM,,
"4281","367",BARKAOMN,CashBARKAOMN,300000056139945,Oman Arab Bank Account- ACC # 3106-573999-500,300000027746393,,,OM,,
"4282","385",OMNHRMZPLZ,Cash OMNHRMZPLZ,300000113282129,Oman Arab Bank Account- ACC # 3106-573999-500,300000027746393,,,OM,,
"3588","234",YASMEEN,CASH Yasmeen Mall Branch,300000001573447,AL Jazeerah Bank Yasmeen Mall Account - Acc # 015795017321010,300000016779089,,,SN,,
"3592","223",NOUR,Cash Noor Mall,300000003336243,AL Jazeerah Bank Al Noor Mall Account - Acc # 015795017321025,300000016780500,,,SN,,
"3597","208",GRANADA,Cash Granada Mall,300000016020868,AL Jazeerah Bank Gernada Mall Account - Acc # 015795017321024,300000016780494,,,SN,,
"3600","220",MEDAD,CASH Medad Center,300000001545576,AL Jazeerah Bank Medad Center Account - Acc # 015795017321015,300000016780360,,,SN,,
"3603","226",RABWA,Cash Oth Mall Rabwa,300000028360218,AL Jazeerah Bank Oth Mall Rabwa Account - Acc # 015795017321047,300000028360206,,,SN,,
"3607","213",JURIMALL,Cash JORI MALL,300000001573453,AL Jazeerah Bank Jory Mall Account - Acc # 015795017321035,300000016780588,,,SN,,
"3612","262",ALULA,CASH Al Ula Event Branch,300000018815020,AL Jazeerah Bank Ula Event Account - Acc # 015795017321041,300000018815015,,,SN,,
"3617","267",RASHIDABHA,CashRASHIDABHA,300000035114614,AL Jazeerah Bank RASHIDABHA ACC # 015795017321050,300000035114650,,,SN,,
"3649","269",RASHIDMAD,CashRASHIDMAD,300000035114621,AL Jazeerah Bank RASHIDMAD ACC # 015795017321052,300000035114656,,,SN,,
"3650","270",KHAFOTHAIM,CashKHAFOTHAIM,300000035114625,AL Jazeerah Bank KHAFOTHAIM ACC # 015795017321058,300000035114659,,,SN,,
"3654","274",VILLAGEHMT,CashVILLAGEHMT,300000035114638,AL Jazeerah Bank VILLAGEHMT,300000035114671,,,SN,,
"3657","277",AJAWEED,CashAJAWEED,300000039834161,AL Jazeerah BankAJAWEED,300000039834122,,,SN,,
"3727","280",OBHURMALL,CashOBHURMALL,300000039834174,AL Jazeerah BankOBHURMALL,300000039834133,,,SN,,
"3729","230",TAHLIA-F,,,,,,,SN,,
"3730","287",PANORAMA,CashPANORAMA,300000044083252,AL Jazeerah PANORAMA,300000044083244,,,SN,,
"4023","290",RIYADHDST,Cash RIYADHDST,300000048528255,AL Jazeerah RIYADHDST,300000048528249,,,SN,,
"4026","302",MAKSHOUQ,Cash MAKSHOUQ,300000050662357,AL Jazeerah Bank MAKSHOUQ,300000050662302,,,SN,,
"4031","307",NAJMELAGRO,Cash NAJMELAGRO,300000050662360,AL Jazeerah Bank NAJMELAGRO,300000050662305,,,SN,,
"4033","310",MEDMVNPICK,Cash MEDMVNPICK,300000050662402,AL Jazeerah Bank MEDMVNPICK,300000050662348,,,SN,,
"4037","297",MEDSULTANA,Cash MEDSULTANA,300000050662384,AL Jazeerah Bank MEDSULTANA,300000050662330,,,SN,,
"4039","294",ALBAHAMAL,Cash ALBAHAMAL,300000050662375,AL Jazeerah Bank ALBAHAMAL,300000050662321,,,SN,,
"4042","313",ABHLVNDAPK,Cash ABHLVNDAPK,300000050662390,AL Jazeerah Bank ABHLVNDAPK,300000050662336,,,SN,,
"4044","315",MEDALHIJRA,Cash MEDALHIJRA,300000050662399,AL Jazeerah Bank MEDALHIJRA,300000050662345,,,SN,,
"4048","324",ALAQEQRYD,Cash ALAQEQRYD,300000052482557,AL Jazeerah Bank ALAQEQRYD,300000052407286,,,SN,,
"4051","328",THEGATERYD,Cash THEGATERYD,300000052482563,AL Jazeerah Bank THEGATERYD,300000052407292,,,SN,,
"4055","333",NAJKINGROD,Cash NAJKINGROD,300000056139988,AL Jazeerah Bank NAJKINGROD,300000056139963,,,SN,,
"4058","336",ABHATIMSQR,Cash ABHATIMSQR,300000056139997,AL Jazeerah Bank ABHATIMSQR,300000056139973,,,SN,,
"4062","340",SABIAYASMN,Cash SABIAYASMN,300000056139955,AL Jazeerah Bank SABIAYASMN,300000056139951,,,SN,,
"4065","347",ARARMHMDIA,Cash ARARMHMDIA,300000062388894,AL Jazeerah Bank ARARMHMDIA,300000062388622,,,SN,,
"4069","350",MILAQROTAB,Cash MILAQROTAB,300000066308332,AL Jazeerah Bank MILAQROTAB,300000066308321,,,SN,,
"4073","354",EHSALBUSTA,Cash EHSALBUSTAN,300000068993287,AL Jazeerah Bank EHSALBUSTAN,300000068993282,,,SN,,
"4077","358",ALQASRMALL,Cash ALQASRMALL,300000080235544,AL Jazeerah Bank ALQASRMALL,300000080235515,,,SN,,
"4081","362",MEDMAYAS,Cash MEDMAYAS,300000080235538,AL Jazeerah Bank MEDMAYAS,300000075144787,,,SN,,
"4084","365",HAILZONE,Cash HAILZONE,300000080235550,AL Jazeerah Bank HAILZONE,300000080235521,,,SN,,
"4087","370",LELEMALL,Cash LELEMALL,300000097074448,AL Jazeerah Bank LELEMALL,300000097074419,,,SN,,
"4091","374",KHOBRRASHD,Cash KHOBRRASHD,300000118410652,AL Jazeerah Bank KHOBRRASHD,300000118410624,,,SN,,
"4092","375",EHSAOTHAIM,Cash EHSAOTHAIM,300000131004885,AL Jazeerah Bank EHSAOTHAIM,300000131168013,,,SN,,
"4096","379",JEDWAHBLVD,Cash JEDWAHBLVD,300000118410727,AL Jazeerah Bank JEDWAHBLVD,300000118410633,,,SN,,
